Timestamp,Name,Gender,Job Role,Department,1. I generally feel happy and satisfied during my workday.,"2. I experience positive emotions (enthusiasm, excitement) while performing my tasks.",3. I remain calm and composed even under pressure.,"4.  Negative emotions (stress, frustration) interfere with my work.",5. I usually start my workday with a positive mindset.,1.  I feel energized and enthusiastic about my job.,2.  I am fully absorbed in my work most of the time.,3. I often go beyond what is required in my role.,4.  I find my work meaningful and motivating.,5.  I am committed to giving my best at work.,1. I complete my tasks efficiently within deadlines.,2.  I maintain high quality in my work output.,3.  I actively contribute to achieving team goals.,4.  I am consistent in meeting performance expectations.,5.  My performance has improved over the past few months.,1.  I am aware of my organization’s AI-related policies.,  2.  The BAN AI policy limits how AI tools can be used in my work.,"3. The policy affects my ability to use AI for improving productivity.
",4. I believe the BAN AI policy supports ethical and fair workplace Practices. ,5.  I feel the BAN AI policy impacts how emotions influence my productivity.
2025/10/13 3:01:42 AM GMT+5,Areeba Malik,Male,Non Teaching Staff,Biotechnology,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Disagree,Strongly agree,Agree,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Neutral,Neutral
2025/10/13 3:01:56 AM GMT+5,Haseeb Aslam,Male,Non Teaching Staff,Political Science,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Neutral,Agree,Agree,Neutral,Strongly disagree,Agree,Agree
2025/10/13 3:02:08 AM GMT+5,Fiza Siddiqui,Male,Coordinator,Sociology,Neutral,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly agree,Agree,Strongly agree,Neutral,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree
2025/10/13 3:02:21 AM GMT+5,Zubair Ashraf,Female,Non Teaching Staff,Civil Engineering,Neutral,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Neutral,Strongly disagree,Agree,Strongly agree,Neutral,Agree,Disagree,Neutral
2025/10/13 3:02:34 AM GMT+5,Laila Zameer,Female,Coordinator,Education,Strongly disagree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly disagree,Agree
2025/10/13 3:02:47 AM GMT+5,Murtaza Khalid,Male,Coordinator,Accounting & Finance,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Neutral
2025/10/13 3:03:00 AM GMT+5,Umair Khalid,Female,Teacher,Chemical Engineering,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Agree,Agree
2025/10/13 3:03:14 AM GMT+5,Zakir Nawaz,Female,Teacher,Business Administration,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Neutral,Strongly agree,Strongly disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree
2025/10/13 3:03:28 AM GMT+5,Minal Latif,Female,Non Teaching Staff,Psychology,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Disagree,Neutral,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Neutral,Neutral
2025/10/13 3:03:41 AM GMT+5,Eshal Hussain,Male,Teacher,Sociology,Strongly disagree,Strongly disagree,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree
2025/10/13 3:03:54 AM GMT+5,Aqsa Aslam,Female,Coordinator,Pharmacy,Strongly agree,Disagree,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Neutral
2025/10/13 3:07:07 AM GMT+5,Alishba Ashraf,Male,Coordinator,Media Studies,Strongly agree,Disagree,Neutral,Strongly agree,Agree,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree
2025/10/13 3:07:21 AM GMT+5,Ayaz Mirza,Male,Non Teaching Staff,Political Science,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Neutral
2025/10/13 3:07:34 AM GMT+5,Ifrah Butt,Male,Coordinator,Dentistry,Disagree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly disagree,Agree,Neutral,Disagree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neutral
2025/10/13 3:07:48 AM GMT+5,Haseeb Mughal,Female,Coordinator,Software Engineering,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly disagree,Neutral
2025/10/13 3:08:01 AM GMT+5,Kinza Hanif,Male,Non Teaching Staff,Sociology,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Neutral
2025/10/13 3:08:14 AM GMT+5,Noor Rasheed,Female,Teacher,Media Studies,Disagree,Disagree,Agree,Strongly disagree,Neutral,Disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Neutral
2025/10/13 3:08:27 AM GMT+5,Arooj Ansari,Male,Coordinator,Nursing,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree
2025/10/13 3:08:40 AM GMT+5,Hafsa Aslam,Female,Non Teaching Staff,Mathematics,Agree,Strongly disagree,Agree,Neutral,Disagree,Neutral,Strongly disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree
2025/10/13 3:08:54 AM GMT+5,Junaid Raza,Female,Coordinator,Chemical Engineering,Neutral,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Neutral,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Disagree,Strongly agree,Strongly agree
2025/10/13 3:09:07 AM GMT+5,Anum Hashmi,Male,Non Teaching Staff,Nursing,Disagree,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Neutral
2025/10/13 3:09:20 AM GMT+5,Imaan Latif,Male,Teacher,Business Administration,Neutral,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree
2025/10/13 3:09:33 AM GMT+5,Ayesha Javed,Female,Non Teaching Staff,Psychology,Disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Neutral
2025/10/13 3:09:47 AM GMT+5,Sania Rehman,Female,Coordinator,Computer Science,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly disagree,Neutral,Disagree,Neutral
2025/10/13 3:10:00 AM GMT+5,Maha Tahir,Female,Coordinator,Business Administration,Neutral,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree
2025/10/13 3:10:14 AM GMT+5,Sarim Butt,Female,Non Teaching Staff,Mechanical Engineering,Strongly disagree,Neutral,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree
2025/10/13 3:10:27 AM GMT+5,Zohaib Hanif,Male,Coordinator,Political Science,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly agree,Neutral,Agree
2025/10/13 3:10:40 AM GMT+5,Areeba Khalid,Male,Non Teaching Staff,Biotechnology,Disagree,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Strongly agree,Neutral
2025/10/13 3:10:54 AM GMT+5,Arif Rauf,Female,Non Teaching Staff,Information Technology,Strongly disagree,Strongly disagree,Neutral,Agree,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree
2025/10/13 3:11:07 AM GMT+5,Ayaz Ashraf,Female,Teacher,Physics,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Agree,Strongly disagree
2025/10/13 3:11:20 AM GMT+5,Areeba Hussain,Male,Teacher,Dentistry,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly agree
2025/10/13 3:11:34 AM GMT+5,Fiza Malik,Female,Teacher,Psychology,Disagree,Neutral,Neutral,Agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree,Strongly agree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Neutral
2025/10/13 3:11:47 AM GMT+5,Zeeshan Qureshi,Male,Coordinator,Law,Agree,Strongly agree,Neutral,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral
2025/10/13 3:12:00 AM GMT+5,Nimrah Malik,Male,Non Teaching Staff,Environmental Science,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Agree
2025/10/13 3:12:13 AM GMT+5,Sadia Hashmi,Female,Coordinator,Pharmacy,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Neutral
2025/10/13 3:12:26 AM GMT+5,Nadia Irfan,Male,Teacher,Computer Science,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Neutral,Agree,Neutral,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Neutral,Strongly disagree,Agree,Neutral,Disagree
2025/10/13 3:12:40 AM GMT+5,Umair Hussain,Female,Coordinator,Accounting & Finance,Strongly disagree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
2025/10/13 3:12:53 AM GMT+5,Laila Shahid,Female,Non Teaching Staff,Environmental Science,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Disagree
2025/10/13 3:14:43 AM GMT+5,Fazal Zameer,Female,Coordinator,Computer Science,Agree,Neutral,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Neutral,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Agree
2025/10/13 3:14:50 AM GMT+5,Rameen Rehman,Female,Teacher,Sociology,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Neutral,Neutral
2025/10/13 3:14:56 AM GMT+5,Zakir Yousaf,Male,Teacher,Political Science,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree
2025/10/13 3:15:02 AM GMT+5,Mishaal Javed,Female,Non Teaching Staff,Chemistry,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Strongly disagree,Neutral
2025/10/13 3:15:08 AM GMT+5,Ayaz Rasheed,Male,Non Teaching Staff,Computer Science,Agree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree
2025/10/13 3:15:14 AM GMT+5,Rameen Hashmi,Male,Coordinator,Chemistry,Disagree,Strongly agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Agree,Neutral
2025/10/13 3:15:21 AM GMT+5,Hafsa Akram,Male,Coordinator,Biotechnology,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Agree,Neutral,Strongly agree
2025/10/13 3:15:27 AM GMT+5,Zubair Hanif,Male,Non Teaching Staff,Law,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Agree,Neutral,Strongly disagree,Neutral,Agree,Strongly agree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Agree
2025/10/13 3:15:34 AM GMT+5,Arif Nawaz,Female,Teacher,Electrical Engineering,Disagree,Neutral,Strongly disagree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree
2025/10/13 3:15:41 AM GMT+5,Amber Zafar,Male,Non Teaching Staff,Sociology,Agree,Neutral,Agree,Neutral,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Neutral,Strongly disagree,Agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Agree
2025/10/13 3:15:48 AM GMT+5,Zubair Shahid,Male,Teacher,Computer Science,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree
2025/10/13 3:15:54 AM GMT+5,Imaan Shahid,Male,Non Teaching Staff,Mathematics,Strongly disagree,Strongly agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Neutral,Neutral,Agree,Neutral,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly agree
2025/10/13 3:16:00 AM GMT+5,Haseeb Mirza,Female,Teacher,Business Administration,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Strongly agree,Disagree,Agree,Neutral,Neutral,Strongly agree,Neutral,Disagree,Strongly disagree,Disagree
2025/10/13 3:16:07 AM GMT+5,Sania Rauf,Male,Coordinator,Software Engineering,Strongly disagree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Disagree
2025/10/13 3:16:13 AM GMT+5,Rameen Ahmed,Female,Coordinator,Biotechnology,Agree,Agree,Strongly agree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree
2025/10/13 3:16:20 AM GMT+5,Kamil Rauf,Female,Non Teaching Staff,Accounting & Finance,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Neutral,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree
2025/10/13 3:16:26 AM GMT+5,Amara Khalid,Female,Teacher,Doctor of Medicine,Strongly agree,Strongly disagree,Agree,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree
2025/10/13 3:16:32 AM GMT+5,Arooj Ashraf,Female,Teacher,Education,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Neutral,Neutral,Strongly agree
2025/10/13 3:16:38 AM GMT+5,Nadeem Ashraf,Female,Non Teaching Staff,Public Administration,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly agree,Neutral,Neutral,Agree,Strongly disagree,Strongly disagree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Strongly agree,Disagree,Agree
2025/10/13 3:16:44 AM GMT+5,Rameez Hussain,Male,Coordinator,Physics,Strongly agree,Neutral,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Neutral
2025/10/13 3:16:50 AM GMT+5,Sahar Ashraf,Male,Coordinator,Nursing,Strongly agree,Agree,Agree,Neutral,Strongly agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree
2025/10/13 3:16:57 AM GMT+5,Tuba Khan,Male,Coordinator,Business Administration,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Neutral,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Agree,Neutral,Neutral,Strongly agree
2025/10/13 3:17:02 AM GMT+5,Arisha Akram,Female,Coordinator,Nursing,Strongly disagree,Neutral,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Agree
2025/10/13 3:17:09 AM GMT+5,Umair Aslam,Male,Teacher,Civil Engineering,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree
2025/10/13 3:17:15 AM GMT+5,Nadia Akram,Female,Non Teaching Staff,Education,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Neutral,Disagree,Neutral,Strongly agree,Disagree,Disagree
2025/10/13 3:17:21 AM GMT+5,Anum Latif,Female,Coordinator,Computer Science,Agree,Agree,Strongly agree,Disagree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree
2025/10/13 3:17:27 AM GMT+5,Aqib Hussain,Male,Non Teaching Staff,Mathematics,Agree,Neutral,Strongly agree,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Neutral,Strongly agree,Disagree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral
2025/10/13 3:17:33 AM GMT+5,Tooba Akram,Female,Teacher,Business Administration,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Disagree,Agree,Strongly agree,Agree
2025/10/13 3:17:40 AM GMT+5,Minal Butt,Female,Teacher,Computer Science,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Strongly agree,Strongly disagree,Neutral,Disagree,Agree,Disagree,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree
2025/10/13 3:17:46 AM GMT+5,Ayaz Mughal,Female,Non Teaching Staff,Economics,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Strongly agree,Disagree,Agree
2025/10/13 3:17:52 AM GMT+5,Umair Hanif,Female,Non Teaching Staff,Architecture,Disagree,Neutral,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Neutral,Neutral,Neutral,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Neutral,Neutral
2025/10/13 3:17:58 AM GMT+5,Zakir Raza,Female,Coordinator,Economics,Disagree,Agree,Strongly agree,Neutral,Neutral,Agree,Disagree,Agree,Strongly agree,Disagree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neutral
2025/10/13 3:18:04 AM GMT+5,Rameez Rehman,Female,Teacher,Law,Strongly disagree,Strongly agree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Neutral,Agree,Strongly disagree,Agree,Neutral,Disagree,Agree,Strongly agree,Strongly disagree
2025/10/13 3:18:10 AM GMT+5,Arif Yousaf,Male,Coordinator,Mechanical Engineering,Strongly disagree,Agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Neutral,Strongly disagree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Strongly agree,Agree,Agree
2025/10/13 3:18:16 AM GMT+5,Adeel Hashmi,Male,Teacher,Mathematics,Agree,Agree,Neutral,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree
2025/10/13 3:18:23 AM GMT+5,Sania Zameer,Female,Teacher,Education,Disagree,Strongly disagree,Neutral,Neutral,Neutral,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Agree
2025/10/13 3:18:28 AM GMT+5,Murtaza Qureshi,Female,Teacher,Economics,Strongly disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree
2025/10/13 3:18:35 AM GMT+5,Hafsa Butt,Male,Coordinator,Pharmacy,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Neutral,Disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Agree,Strongly agree,Neutral,Neutral,Disagree
2025/10/13 3:18:40 AM GMT+5,Mishaal Rasheed,Female,Coordinator,Pharmacy,Disagree,Strongly disagree,Neutral,Strongly agree,Neutral,Agree,Strongly disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Neutral,Neutral
2025/10/13 3:18:47 AM GMT+5,Rehan Latif,Male,Teacher,Political Science,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Neutral
2025/10/13 3:18:53 AM GMT+5,Eshal Zafar,Male,Coordinator,Mathematics,Neutral,Neutral,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Neutral,Disagree,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree
2025/10/13 3:18:59 AM GMT+5,Amara Malik,Male,Teacher,Sociology,Strongly agree,Agree,Disagree,Agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly disagree,Neutral,Disagree,Agree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2025/10/13 3:19:05 AM GMT+5,Eman Zafar,Male,Teacher,Media Studies,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Neutral,Disagree,Strongly agree,Agree,Neutral,Strongly agree,Disagree
2025/10/13 3:19:11 AM GMT+5,Shayan Hashmi,Male,Non Teaching Staff,Physics,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Neutral,Agree,Strongly agree,Strongly disagree
2025/10/13 3:19:17 AM GMT+5,Ali Rauf,Male,Non Teaching Staff,Political Science,Strongly disagree,Strongly disagree,Neutral,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Neutral,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Disagree,Strongly agree
